203|[750, -30966, 0]|[0, 0, -90]|[19, 236, 109]
204|[750, -30803, 0]|[0, 0, -90]|[19, 236, 117]
205|[750, -30640, 0]|[0, 0, -90]|[19, 236, 131]
206|[750, -30477, 0]|[0, 0, -90]|[19, 236, 146]
207|[750, -30314, 0]|[0, 0, -90]|[19, 236, 156]
208|[750, -30150, 0]|[0, 0, -90]|[19, 236, 167]
209|[750, -29987, 0]|[0, 0, -90]|[19, 236, 178]
210|[750, -29824, 0]|[0, 0, -90]|[19, 236, 189]
211|[750, -29661, 0]|[0, 0, -90]|[19, 236, 200]
212|[750, -29498, 0]|[0, 0, -90]|[19, 236, 211]
213|[750, -29335, 0]|[0, 0, -90]|[19, 236, 218]
214|[750, -29172, 0]|[0, 0, -90]|[19, 236, 229]
215|[750, -29009, 0]|[0, 0, -90]|[19, 236, 236]
216|[750, -28845, 0]|[0, 0, -90]|[19, 236, 236]
217|[750, -28682, 0]|[0, 0, -90]|[19, 236, 236]
218|[750, -28519, 0]|[0, 0, -90]|[19, 236, 236]
219|[750, -28356, 0]|[0, 0, -90]|[19, 236, 236]
220|[750, -28193, 0]|[0, 0, -90]|[19, 236, 236]
221|[750, -28030, 0]|[0, 0, -90]|[19, 236, 236]
222|[750, -27867, 0]|[0, 0, -90]|[19, 236, 236]
223|[750, -27704, 0]|[0, 0, -90]|[19, 236, 236]
224|[750, -27541, 0]|[0, 0, -90]|[19, 236, 236]
225|[750, -27377, 0]|[0, 0, -90]|[19, 236, 236]
226|[750, -27214, 0]|[0, 0, -90]|[19, 236, 236]
227|[750, -27051, 0]|[0, 0, -90]|[19, 236, 236]
228|[750, -26888, 0]|[0, 0, -90]|[19, 236, 236]
229|[750, -26725, 0]|[0, 0, -90]|[19, 236, 236]
230|[750, -26562, 0]|[0, 0, -90]|[19, 236, 236]
231|[750, -26399, 0]|[0, 0, -90]|[19, 236, 236]
232|[750, -26236, 0]|[0, 0, -90]|[19, 236, 236]
233|[750, -26073, 0]|[0, 0, -90]|[19, 236, 236]
234|[750, -25909, 0]|[0, 0, -90]|[19, 236, 236]
235|[750, -25746, 0]|[0, 0, -90]|[19, 236, 236]
236|[750, -25583, 0]|[0, 0, -90]|[19, 236, 236]
237|[750, -25420, 0]|[0, 0, -90]|[19, 236, 236]
238|[750, -25257, 0]|[0, 0, -90]|[19, 236, 236]
239|[750, -25094, 0]|[0, 0, -90]|[19, 236, 236]
240|[750, -24931, 0]|[0, 0, -90]|[19, 236, 236]
241|[750, -24768, 0]|[0, 0, -90]|[19, 236, 236]
242|[750, -24605, 0]|[0, 0, -90]|[19, 236, 236]
243|[750, -24441, 0]|[0, 0, -90]|[19, 236, 236]
244|[750, -24278, 0]|[0, 0, -90]|[19, 236, 236]
245|[750, -24115, 0]|[0, 0, -90]|[19, 236, 236]
246|[750, -23952, 0]|[0, 0, -90]|[19, 236, 236]
247|[750, -23789, 0]|[0, 0, -90]|[19, 236, 236]
248|[750, -23626, 0]|[0, 0, -90]|[19, 236, 236]
249|[750, -23463, 0]|[0, 0, -90]|[19, 236, 236]
250|[750, -23300, 0]|[0, 0, -90]|[19, 236, 236]
251|[750, -23136, 0]|[0, 0, -90]|[19, 236, 236]
252|[750, -22973, 0]|[0, 0, -90]|[19, 236, 236]
253|[750, -22810, 0]|[0, 0, -90]|[19, 236, 236]
254|[750, -22647, 0]|[0, 0, -90]|[19, 236, 236]
255|[750, -22484, 0]|[0, 0, -90]|[19, 236, 236]
256|[750, -22321, 0]|[0, 0, -90]|[19, 236, 236]
257|[750, -22158, 0]|[0, 0, -90]|[19, 236, 236]
258|[750, -21995, 0]|[0, 0, -90]|[19, 236, 236]
259|[750, -21832, 0]|[0, 0, -90]|[19, 236, 236]
260|[750, -21668, 0]|[0, 0, -90]|[19, 236, 236]
261|[750, -21505, 0]|[0, 0, -90]|[19, 236, 236]
