184|[-30915, -750, 0]|[0, 0, -0]|[19, 236, 109]
185|[-30751, -750, 0]|[0, 0, -0]|[19, 236, 109]
186|[-30584, -750, 0]|[0, 0, -0]|[19, 236, 109]
187|[-30414, -750, 0]|[0, 0, -0]|[19, 236, 109]
188|[-30241, -750, 0]|[0, 0, -0]|[19, 236, 109]
189|[-30066, -750, 0]|[0, 0, -0]|[19, 236, 120]
190|[-29890, -750, 0]|[0, 0, -0]|[19, 236, 131]
191|[-29715, -750, 0]|[0, 0, -0]|[19, 236, 146]
192|[-29539, -750, 0]|[0, 0, -0]|[19, 236, 156]
193|[-29363, -750, 0]|[0, 0, -0]|[19, 236, 167]
194|[-29188, -750, 0]|[0, 0, -0]|[19, 236, 178]
195|[-29012, -750, 0]|[0, 0, -0]|[19, 236, 185]
196|[-28837, -750, 0]|[0, 0, -0]|[19, 236, 185]
197|[-28661, -750, 0]|[0, 0, -0]|[19, 236, 185]
198|[-28486, -750, 0]|[0, 0, -0]|[19, 236, 185]
199|[-28310, -750, 0]|[0, 0, -0]|[19, 236, 185]
200|[-28135, -750, 0]|[0, 0, -0]|[19, 236, 185]
201|[-27959, -750, 0]|[0, 0, -0]|[19, 236, 185]
202|[-27783, -750, 0]|[0, 0, -0]|[19, 236, 185]
203|[-27608, -750, 0]|[0, 0, -0]|[19, 236, 185]
204|[-27432, -750, 0]|[0, 0, -0]|[19, 236, 185]
205|[-27257, -750, 0]|[0, 0, -0]|[19, 236, 185]
206|[-27081, -750, 0]|[0, 0, -0]|[19, 236, 185]
207|[-26906, -750, 0]|[0, 0, -0]|[19, 236, 185]
208|[-26730, -750, 0]|[0, 0, -0]|[19, 236, 185]
209|[-26554, -750, 0]|[0, 0, -0]|[19, 236, 185]
210|[-26379, -750, 0]|[0, 0, -0]|[19, 236, 185]
211|[-26203, -750, 0]|[0, 0, -0]|[19, 236, 185]
212|[-26028, -750, 0]|[0, 0, -0]|[19, 236, 185]
213|[-25852, -750, 0]|[0, 0, -0]|[19, 236, 185]
214|[-25677, -750, 0]|[0, 0, -0]|[19, 236, 185]
215|[-25501, -750, 0]|[0, 0, -0]|[19, 236, 185]
216|[-25325, -750, 0]|[0, 0, -0]|[19, 236, 185]
217|[-25150, -750, 0]|[0, 0, -0]|[19, 236, 185]
218|[-24974, -750, 0]|[0, 0, -0]|[19, 236, 185]
219|[-24799, -750, 0]|[0, 0, -0]|[19, 236, 185]
220|[-24623, -750, 0]|[0, 0, -0]|[19, 236, 185]
221|[-24448, -750, 0]|[0, 0, -0]|[19, 236, 185]
222|[-24272, -750, 0]|[0, 0, -0]|[19, 236, 185]
223|[-24097, -750, 0]|[0, 0, -0]|[19, 236, 185]
224|[-23921, -750, 0]|[0, 0, -0]|[19, 236, 185]
225|[-23745, -750, 0]|[0, 0, -0]|[19, 236, 185]
226|[-23570, -750, 0]|[0, 0, -0]|[19, 236, 185]
227|[-23394, -750, 0]|[0, 0, -0]|[19, 236, 185]
228|[-23219, -750, 0]|[0, 0, -0]|[19, 236, 185]
229|[-23043, -750, 0]|[0, 0, -0]|[19, 236, 185]
230|[-22868, -750, 0]|[0, 0, -0]|[19, 236, 185]
231|[-22692, -750, 0]|[0, 0, -0]|[19, 236, 185]
232|[-22516, -750, 0]|[0, 0, -0]|[19, 236, 185]
233|[-22341, -750, 0]|[0, 0, -0]|[19, 236, 185]
234|[-22165, -750, 0]|[0, 0, -0]|[19, 236, 185]
235|[-21990, -750, 0]|[0, 0, -0]|[19, 236, 185]
236|[-21814, -750, 0]|[0, 0, -0]|[19, 236, 185]
237|[-21639, -750, 0]|[0, 0, -0]|[19, 236, 185]
238|[-21463, -750, 0]|[0, 0, -0]|[19, 236, 185]
239|[-21287, -750, 0]|[0, 0, -0]|[19, 236, 185]
240|[-21112, -750, 0]|[0, 0, -0]|[19, 236, 185]
241|[-20936, -750, 0]|[0, 0, -0]|[19, 236, 185]
242|[-20761, -750, 0]|[0, 0, -0]|[19, 236, 185]
243|[-20585, -750, 0]|[0, 0, -0]|[19, 236, 185]
244|[-20410, -750, 0]|[0, 0, -0]|[19, 236, 185]
245|[-20234, -750, 0]|[0, 0, -0]|[19, 236, 185]
246|[-20058, -750, 0]|[0, 0, -0]|[19, 236, 185]
247|[-19883, -750, 0]|[0, 0, -0]|[19, 236, 185]
248|[-19707, -750, 0]|[0, 0, -0]|[19, 236, 185]
249|[-19532, -750, 0]|[0, 0, -0]|[19, 236, 185]
250|[-19356, -750, 0]|[0, 0, -0]|[19, 236, 185]
251|[-19181, -750, 0]|[0, 0, -0]|[19, 236, 185]
252|[-19005, -750, 0]|[0, 0, -0]|[19, 236, 185]
253|[-18830, -750, 0]|[0, 0, -0]|[19, 236, 185]
254|[-18654, -750, 0]|[0, 0, -0]|[19, 236, 185]
255|[-18478, -750, 0]|[0, 0, -0]|[19, 236, 185]
256|[-18303, -750, 0]|[0, 0, -0]|[19, 236, 185]
257|[-18127, -750, 0]|[0, 0, -0]|[19, 236, 185]
258|[-17952, -750, 0]|[0, 0, -0]|[19, 236, 185]
259|[-17776, -750, 0]|[0, 0, -0]|[19, 236, 185]
260|[-17601, -750, 0]|[0, 0, -0]|[19, 236, 185]
261|[-17425, -750, 0]|[0, 0, -0]|[19, 236, 185]
262|[-17249, -750, 0]|[0, 0, -0]|[19, 236, 185]
263|[-17074, -750, 0]|[0, 0, -0]|[19, 236, 185]
264|[-16898, -750, 0]|[0, 0, -0]|[19, 236, 185]
265|[-16723, -750, 0]|[0, 0, -0]|[19, 236, 185]
266|[-16547, -750, 0]|[0, 0, -0]|[19, 236, 185]
267|[-16372, -750, 0]|[0, 0, -0]|[19, 236, 185]
268|[-16196, -750, 0]|[0, 0, -0]|[19, 236, 185]
269|[-16020, -750, 0]|[0, 0, -0]|[19, 236, 185]
270|[-15845, -750, 0]|[0, 0, -0]|[19, 236, 185]
271|[-15669, -750, 0]|[0, 0, -0]|[19, 236, 185]
272|[-15494, -750, 0]|[0, 0, -0]|[19, 236, 185]
273|[-15318, -750, 0]|[0, 0, -0]|[19, 236, 185]
274|[-15143, -750, 0]|[0, 0, -0]|[19, 236, 185]
275|[-14967, -750, 0]|[0, 0, -0]|[19, 236, 185]
276|[-14792, -750, 0]|[0, 0, -0]|[19, 236, 185]
277|[-14616, -750, 0]|[0, 0, -0]|[19, 236, 185]
278|[-14440, -750, 0]|[0, 0, -0]|[19, 236, 185]
279|[-14265, -750, 0]|[0, 0, -0]|[19, 236, 185]
280|[-14089, -750, 0]|[0, 0, -0]|[19, 236, 185]
281|[-13914, -750, 0]|[0, 0, -0]|[19, 236, 185]
282|[-13738, -750, 0]|[0, 0, -0]|[19, 236, 185]
283|[-13563, -750, 0]|[0, 0, -0]|[19, 236, 185]
284|[-13387, -750, 0]|[0, 0, -0]|[19, 236, 185]
285|[-13211, -750, 0]|[0, 0, -0]|[19, 236, 185]
286|[-13036, -750, 0]|[0, 0, -0]|[19, 236, 185]
287|[-12860, -750, 0]|[0, 0, -0]|[19, 236, 185]
288|[-12685, -750, 0]|[0, 0, -0]|[19, 236, 185]
289|[-12509, -750, 0]|[0, 0, -0]|[19, 236, 185]
290|[-12334, -750, 0]|[0, 0, -0]|[19, 236, 185]
291|[-12158, -750, 0]|[0, 0, -0]|[19, 236, 185]
292|[-11982, -750, 0]|[0, 0, -0]|[19, 236, 185]
293|[-11807, -750, 0]|[0, 0, -0]|[19, 236, 185]
294|[-11631, -750, 0]|[0, 0, -0]|[19, 236, 185]
