139|[-250, 30980, 0]|[0, 0, 90]|[19, 236, 113]
140|[-250, 30819, 0]|[0, 0, 90]|[19, 236, 124]
141|[-250, 30658, 0]|[0, 0, 90]|[19, 236, 138]
142|[-250, 30497, 0]|[0, 0, 90]|[19, 236, 153]
143|[-250, 30335, 0]|[0, 0, 90]|[19, 236, 164]
144|[-250, 30174, 0]|[0, 0, 90]|[19, 236, 174]
145|[-250, 30013, 0]|[0, 0, 90]|[19, 236, 185]
146|[-250, 29852, 0]|[0, 0, 90]|[19, 236, 196]
147|[-250, 29691, 0]|[0, 0, 90]|[19, 236, 207]
148|[-250, 29529, 0]|[0, 0, 90]|[19, 236, 214]
149|[-250, 29368, 0]|[0, 0, 90]|[19, 236, 225]
150|[-250, 29207, 0]|[0, 0, 90]|[19, 236, 232]
151|[-250, 29046, 0]|[0, 0, 90]|[19, 229, 236]
152|[-250, 28885, 0]|[0, 0, 90]|[19, 229, 236]
153|[-250, 28723, 0]|[0, 0, 90]|[19, 229, 236]
154|[-250, 28562, 0]|[0, 0, 90]|[19, 229, 236]
155|[-250, 28401, 0]|[0, 0, 90]|[19, 229, 236]
156|[-250, 28240, 0]|[0, 0, 90]|[19, 229, 236]
157|[-250, 28079, 0]|[0, 0, 90]|[19, 229, 236]
158|[-250, 27917, 0]|[0, 0, 90]|[19, 229, 236]
159|[-250, 27756, 0]|[0, 0, 90]|[19, 229, 236]
160|[-250, 27595, 0]|[0, 0, 90]|[19, 229, 236]
161|[-250, 27434, 0]|[0, 0, 90]|[19, 229, 236]
162|[-250, 27273, 0]|[0, 0, 90]|[19, 229, 236]
163|[-250, 27111, 0]|[0, 0, 90]|[19, 229, 236]
164|[-250, 26950, 0]|[0, 0, 90]|[19, 229, 236]
165|[-250, 26789, 0]|[0, 0, 90]|[19, 229, 236]
166|[-250, 26628, 0]|[0, 0, 90]|[19, 229, 236]
167|[-250, 26467, 0]|[0, 0, 90]|[19, 229, 236]
168|[-250, 26305, 0]|[0, 0, 90]|[19, 229, 236]
169|[-250, 26144, 0]|[0, 0, 90]|[19, 229, 236]
170|[-250, 25983, 0]|[0, 0, 90]|[19, 229, 236]
171|[-250, 25822, 0]|[0, 0, 90]|[19, 229, 236]
172|[-250, 25661, 0]|[0, 0, 90]|[19, 229, 236]
173|[-250, 25499, 0]|[0, 0, 90]|[19, 229, 236]
174|[-250, 25338, 0]|[0, 0, 90]|[19, 229, 236]
175|[-250, 25177, 0]|[0, 0, 90]|[19, 229, 236]
176|[-250, 25016, 0]|[0, 0, 90]|[19, 229, 236]
177|[-250, 24855, 0]|[0, 0, 90]|[19, 229, 236]
